timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/07 23:09:56.944, 0, 525.94 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:56.945, 1, 524.84 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:56.945, 2, 514.66 W, 40, 2070 MHz, 3996 MHz, 100 %, 35 %
2026/06/07 23:09:56.945, 3, 514.99 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:57.945, 0, 525.49 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:57.945, 1, 524.10 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:57.945, 2, 517.27 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:57.945, 3, 510.87 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:58.945, 0, 526.40 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:58.945, 1, 522.72 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:58.945, 2, 516.32 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:58.945, 3, 515.53 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:59.945, 0, 527.03 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:59.945, 1, 523.42 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:59.945, 2, 519.04 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:09:59.945, 3, 517.83 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:00.945, 0, 526.34 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:00.945, 1, 522.07 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:00.945, 2, 518.83 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:00.945, 3, 515.62 W, 40, 2070 MHz, 3996 MHz, 100 %, 35 %
2026/06/07 23:10:01.946, 0, 525.82 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:01.946, 1, 521.82 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:01.946, 2, 517.72 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:01.946, 3, 519.81 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:02.946, 0, 527.74 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:02.946, 1, 524.78 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:02.946, 2, 517.51 W, 39, 2070 MHz, 3996 MHz, 100 %, 35 %
2026/06/07 23:10:02.946, 3, 516.72 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:03.946, 0, 528.22 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:03.946, 1, 524.42 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:03.946, 2, 517.60 W, 39, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:03.946, 3, 517.60 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:04.946, 0, 529.83 W, 40, 2070 MHz, 3996 MHz, 100 %, 35 %
2026/06/07 23:10:04.946, 1, 525.97 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:04.946, 2, 520.61 W, 39, 2070 MHz, 3996 MHz, 100 %, 35 %
2026/06/07 23:10:04.947, 3, 520.13 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:05.947, 0, 529.00 W, 40, 2070 MHz, 3996 MHz, 100 %, 34 %
2026/06/07 23:10:05.947, 1, 526.33 W, 40, 2070 MHz, 3996 MHz, 100 %, 35 %
